equipment classes found
https://brickschema.org/schema/Brick#AED
https://brickschema.org/schema/Brick#AHU
https://brickschema.org/schema/Brick#Absorption_Chiller
https://brickschema.org/schema/Brick#Access_Control_Equipment
https://brickschema.org/schema/Brick#Access_Reader
https://brickschema.org/schema/Brick#Active_Chilled_Beam
https://brickschema.org/schema/Brick#Air_Cooled_Chiller
https://brickschema.org/schema/Brick#Air_Diffuser
https://brickschema.org/schema/Brick#Air_Handler_Unit
https://brickschema.org/schema/Brick#Air_Handling_Unit
https://brickschema.org/schema/Brick#Air_Plenum
https://brickschema.org/schema/Brick#Audio_Visual_Equipment
https://brickschema.org/schema/Brick#Automated_External_Defibrillator
https://brickschema.org/schema/Brick#Automatic_Switch
https://brickschema.org/schema/Brick#Automatic_Tint_Window
https://brickschema.org/schema/Brick#Automatic_Transfer_Switch
https://brickschema.org/schema/Brick#BACnet_Controller
https://brickschema.org/schema/Brick#Backflow_Preventer_Valve
https://brickschema.org/schema/Brick#Baseboard_Radiator
https://brickschema.org/schema/Brick#Battery
https://brickschema.org/schema/Brick#Blind
https://brickschema.org/schema/Brick#Boiler
https://brickschema.org/schema/Brick#Booster_Fan
https://brickschema.org/schema/Brick#Booster_Pump
https://brickschema.org/schema/Brick#Branch_Selector
https://brickschema.org/schema/Brick#Breaker_Panel
https://brickschema.org/schema/Brick#Building_Chilled_Water_Meter
https://brickschema.org/schema/Brick#Building_Disconnect_Switch
https://brickschema.org/schema/Brick#Building_Electrical_Meter
https://brickschema.org/schema/Brick#Building_Gas_Meter
https://brickschema.org/schema/Brick#Building_Hot_Water_Meter
https://brickschema.org/schema/Brick#Building_Meter
https://brickschema.org/schema/Brick#Building_Water_Meter
https://brickschema.org/schema/Brick#Bus_Riser
https://brickschema.org/schema/Brick#Bypass_Damper
https://brickschema.org/schema/Brick#Bypass_Valve
https://brickschema.org/schema/Brick#CAV
https://brickschema.org/schema/Brick#CRAC
https://brickschema.org/schema/Brick#CRAH
https://brickschema.org/schema/Brick#Camera
https://brickschema.org/schema/Brick#Capillary_Tube_Metering_Device
https://brickschema.org/schema/Brick#Cassette_Fan_Coil_Unit
https://brickschema.org/schema/Brick#Ceiling_Fan
https://brickschema.org/schema/Brick#Centrifugal_Chiller
https://brickschema.org/schema/Brick#Check_Valve
https://brickschema.org/schema/Brick#Chilled_Beam
https://brickschema.org/schema/Brick#Chilled_Water_Booster_Pump
https://brickschema.org/schema/Brick#Chilled_Water_Circulator_Pump
https://brickschema.org/schema/Brick#Chilled_Water_Coil
https://brickschema.org/schema/Brick#Chilled_Water_Meter
https://brickschema.org/schema/Brick#Chilled_Water_Pump
https://brickschema.org/schema/Brick#Chilled_Water_Storage_Tank
https://brickschema.org/schema/Brick#Chilled_Water_Thermal_Energy_Storage_Tank
https://brickschema.org/schema/Brick#Chilled_Water_Thermal_Expansion_Tank
https://brickschema.org/schema/Brick#Chilled_Water_Valve
https://brickschema.org/schema/Brick#Chiller
https://brickschema.org/schema/Brick#Circuit_Breaker
https://brickschema.org/schema/Brick#Circulator_Pump
https://brickschema.org/schema/Brick#Coil
https://brickschema.org/schema/Brick#Cold_Deck
