point_id,switch_count,avg_on_duration_s,on_ratio
AHU-4 EconMd,2360,131146.77184054285,0.49642406394615063
AHU-4 HrwClgMd,2073,154410.73069498068,0.49617224880382776
AHU-4 HrwSts,1515,13351.869533527697,0.49513162639740355
