point_id,n,missing_ratio,mean,std,min,p25,median,p75,max,iqr,skew,kurt,range,zero_ratio,madiff_mean,max_diff,pct_change_std,daily_cycle_strength,weekly_cycle_strength
AHU-4 AvgCcoilTmp,34351,0.0,61.05041950343221,3.260964967405317,48.29229355,62.43848038,62.43848038,62.43848038,62.43848038,0.0,-1.9708598916361808,1.9563130644261881,14.146186830000005,0.0,0.04668412655749638,9.738494870000004,0.006271714370979249,0.9852601127254665,0.9431931367274262
AHU-4 AvgMaTmp,34349,0.0,68.60825009733414,2.1153299217434616,52.46921539,67.8846283,67.8846283,67.8846283,89.60912323,0.0,1.4494858468171468,7.49711560871315,37.13990783999999,0.0,0.02200287174886456,10.453842170000001,0.002326950025225299,0.9116494333541995,0.7375663045835097
AHU-4 ChwEnTmp,34348,0.0,51.0,0.0,51.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AHU-4 SaTmp,34353,0.0,63.68517260515763,3.55313202038422,52.07691193,65.20528412,65.20528412,65.20528412,65.20528412,0.0,-1.9554469743165053,1.8979459408600308,13.12837219,0.0,0.03612855944864922,8.076934819999998,0.004532943979392186,0.9887420505794215,0.9467923510537849
