point_id,n,missing_ratio,mean,std,min,p25,median,p75,max,iqr,skew,kurt,range,zero_ratio,madiff_mean,max_diff,pct_change_std,daily_cycle_strength,weekly_cycle_strength,switch_count,avg_on_duration_s,on_ratio,ffill_on_ratio,ffill_switch_count,brick_guess
AHU-4 AvgCcoilTmp,34351.0,0.0,61.05041950343221,3.260964967405317,48.29229355,62.43848038,62.43848038,62.43848038,62.43848038,0.0,-1.9708598916361808,1.956313064426188,14.146186830000005,0.0,0.0466841265574963,9.738494870000004,0.0062717143709792,0.9852601127254664,0.9431931367274262,0.0,0.0,0.0,0.0,0.0,
AHU-4 AvgMaTmp,34349.0,0.0,68.60825009733414,2.1153299217434616,52.46921539,67.8846283,67.8846283,67.8846283,89.60912323,0.0,1.4494858468171468,7.49711560871315,37.13990783999999,0.0,0.0220028717488645,10.45384217,0.0023269500252252,0.9116494333541996,0.7375663045835097,0.0,0.0,0.0,0.0,0.0,
AHU-4 ChwEnTmp,34348.0,0.0,51.0,0.0,51.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AHU-4 EconMd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2360.0,131146.77184054285,0.4964240639461506,0.0,0.0,
AHU-4 HrwClgMd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2073.0,154410.73069498068,0.4961722488038277,0.4449307453367835,1.0,
AHU-4 HrwSts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1515.0,13351.869533527695,0.4951316263974035,0.0,0.0,
AHU-4 SaTmp,34353.0,0.0,63.68517260515763,3.55313202038422,52.07691193,65.20528412,65.20528412,65.20528412,65.20528412,0.0,-1.9554469743165053,1.8979459408600308,13.12837219,0.0,0.0361285594486492,8.076934819999998,0.0045329439793921,0.9887420505794215,0.9467923510537848,0.0,0.0,0.0,0.0,0.0,
